,characteristics_bedrooms,characteristics_bathrooms,characteristics_garages,characteristics_area,location_lat,location_lng,price,neighborhood_name,district_name,extras_Terreno,price_per_m2,built_area_ratio,district_avg_price,neighborhood_avg_price
528,4,4,4,336.0,-17.699215,-63.182598,138000.0,Barrio Santa Isabel.,Distrito 5,336.0,410.7142857142857,1.0,254362.07609756096,254362.07609756096
529,6,3,1,205.0,-17.732681,-63.143497,143000.0,Barrio Santa Isabel.,Distrito 5,384.0,697.560975609756,0.5338541666666666,254362.07609756096,254362.07609756096
532,5,4,3,629.0,-17.796078,-63.200478,468000.0,BARRIO URBARI,Distrito Municipal 4Â ,629.0,744.0381558028616,1.0,302332.25692307693,320495.3111764706
533,3,4,2,254.0,-17.738457,-63.182995,230000.0,Barrio Santa Isabel.,Distrito 5,254.0,905.511811023622,1.0,254362.07609756096,254362.07609756096
539,7,6,1,453.0,-17.79793,-63.172752,320000.0,Barrio Lindo,Distrito 11,453.0,706.401766004415,1.0,301114.7905882353,289717.63363636367
540,4,4,2,244.0,-17.694143,-63.169456,225000.0,Barrio Santa Isabel.,Distrito 5,244.0,922.1311475409836,1.0,254362.07609756096,254362.07609756096
542,6,4,3,272.0,-17.836212,-63.23468,100000.0,Barrio Madre India,Distrito 10,272.0,367.6470588235294,1.0,206384.339375,100000.0
543,4,4,2,402.0,-17.744967,-63.164261,490000.0,Barrio Santa Isabel.,Distrito 5,402.0,1218.9054726368158,1.0,254362.07609756096,254362.07609756096
546,3,4,3,295.0,-17.734774,-63.165241,285000.0,Barrio Santa Isabel.,Distrito 5,295.0,966.1016949152543,1.0,254362.07609756096,254362.07609756096
550,7,6,0,360.0,-17.777576,-63.188751,220000.0,Barrio Panamericano,Distrito 11,272.0,611.1111111111111,1.3235294117647058,301114.7905882353,382888.88833333337
552,5,3,2,245.0,-17.792418,-63.151604,168000.0,Barrio Los Penocos,Distrito Municipal 3,432.0,685.7142857142857,0.5671296296296297,242325.77823529413,180600.0
553,4,3,3,274.0,-17.783236,-63.169205,144500.0,Barrio Lindo,Distrito 11,274.0,527.3722627737226,1.0,301114.7905882353,289717.63363636367
555,4,4,4,220.0,-17.831495,-63.230705,128000.0,Barrio los Olivos,Distrito 10,420.0,581.8181818181819,0.5238095238095238,206384.339375,128000.0
560,4,4,3,276.0,-17.739143,-63.182106,245000.0,Barrio Santa Isabel.,Distrito 5,276.0,887.6811594202899,1.0,254362.07609756096,254362.07609756096
563,4,5,3,276.0,-17.746174,-63.164478,275000.0,Barrio Santa Isabel.,Distrito 5,276.0,996.3768115942029,1.0,254362.07609756096,254362.07609756096
569,4,2,2,237.0,-17.792973,-63.195515,217500.0,BARRIO URBARI,Distrito Municipal 4Â ,237.0,917.7215189873418,1.0,302332.25692307693,320495.3111764706
574,5,3,1,308.0,-17.735741,-63.174004,140000.0,Barrio Santa Isabel.,Distrito 5,300.0,454.54545454545456,1.0266666666666666,254362.07609756096,254362.07609756096
575,5,5,2,265.0,-17.758455,-63.0966,185000.0,Barrio La Purisima,Distrito 6,450.0,698.1132075471698,0.5888888888888889,116304.09782608696,97984.195
577,4,3,4,360.0,-17.744518,-63.160744,180000.0,Barrio Santa Isabel.,Distrito 5,360.0,500.0,1.0,254362.07609756096,254362.07609756096
580,4,5,4,398.0,-17.689919,-63.161308,285000.0,Barrio Santa Isabel.,Distrito 5,310.0,716.0804020100503,1.2838709677419355,254362.07609756096,254362.07609756096
581,6,5,4,318.0,-17.776371,-63.133148,190000.0,Barrio Guaracachi,Distrito 6,371.0,597.4842767295597,0.8571428571428571,116304.09782608696,217500.0
582,4,4,1,340.0,-17.824192,-63.216427,165000.0,Barrio California,Distrito 10,337.0,485.29411764705884,1.0089020771513353,206384.339375,317500.0
584,3,4,3,250.0,-17.768953,-63.111053,120000.0,Barrio las Pampita,Distrito 6,216.0,480.0,1.1574074074074074,116304.09782608696,126611.11111111111
587,3,3,2,255.0,-17.799177,-63.195206,254000.0,BARRIO URBARI,Distrito Municipal 4Â ,283.0,996.0784313725491,0.901060070671378,302332.25692307693,320495.3111764706
588,4,4,3,324.0,-17.752773,-63.173191,335000.0,Barrio Chino,Distrito 2,324.0,1033.9506172839506,1.0,262300.65133333334,262300.65133333334
589,5,3,2,243.0,-17.792938,-63.197224,270000.0,BARRIO URBARI,Distrito Municipal 4Â ,385.0,1111.111111111111,0.6311688311688312,302332.25692307693,320495.3111764706
593,3,4,2,205.0,-17.78871,-63.089626,98000.0,Barrio El Condado,Distrito 7,205.0,478.0487804878049,1.0,132567.88874999998,123519.541
601,5,4,2,280.0,-17.726986,-63.144379,125000.0,Barrio Santa Isabel.,Distrito 5,205.0,446.42857142857144,1.3658536585365855,254362.07609756096,254362.07609756096
608,7,2,2,300.0,-17.752495,-63.125748,85000.0,Barrio las Pampita,Distrito 6,200.0,283.3333333333333,1.5,116304.09782608696,126611.11111111111
613,4,4,2,232.0,-17.769184,-63.101944,112000.0,Barrio las Pampita,Distrito 6,232.0,482.7586206896552,1.0,116304.09782608696,126611.11111111111
616,1,1,3,200.0,-17.785696,-63.191013,340000.0,Barrio Fé y Alegrí­a,Distrito 11,200.0,1700.0,1.0,301114.7905882353,261130.2683333333
618,5,4,3,380.0,-17.800671,-63.179977,255000.0,Barrio Aeronautico,Distrito Municipal 4Â ,380.0,671.0526315789474,1.0,302332.25692307693,267500.0
620,4,4,3,415.0,-17.84557,-63.188717,320000.0,Barrio Guadalupe,Distrito 9Â ,625.0,771.0843373493976,0.664,181665.38944444444,165064.655
622,4,3,2,300.0,-17.682581,-63.154289,160000.0,Barrio Santa Isabel.,Distrito 5,300.0,533.3333333333334,1.0,254362.07609756096,254362.07609756096
624,3,4,3,250.0,-17.701298,-63.160313,280000.0,Barrio Santa Isabel.,Distrito 5,250.0,1120.0,1.0,254362.07609756096,254362.07609756096
627,8,5,3,422.0,-17.793102,-63.210953,398000.0,Barrio Irma Suarez,Distrito Municipal 1,422.0,943.127962085308,1.0,326457.26420000003,322922.41375
631,3,3,2,303.0,-17.740707,-63.163128,390000.0,Barrio Santa Isabel.,Distrito 5,303.0,1287.1287128712872,1.0,254362.07609756096,254362.07609756096
637,8,7,1,656.0,-17.776991,-63.149364,299700.0,Barrio Chino,Distrito 2,656.0,456.859756097561,1.0,262300.65133333334,262300.65133333334
638,3,5,2,298.0,-17.82023,-63.222294,225000.0,Barrio el periodista,Distrito 10,298.0,755.0335570469799,1.0,206384.339375,213400.65714285715
641,4,4,2,350.0,-17.799564,-63.187763,285000.0,Barrio Fé y Alegrí­a,Distrito 11,360.0,814.2857142857143,0.9722222222222222,301114.7905882353,261130.2683333333
666,3,2,0,450.51,-17.781005,-63.092531,96000.0,Barrio El Condado,Distrito 7,450.51,213.0918292601718,1.0,132567.88874999998,123519.541
671,8,4,7,232.29,-17.813606,-63.143034,105000.0,Barrio San Francisco,Distrito 8,425.0,452.02118042102546,0.546564705882353,111655.89125,121443.965
675,6,5,3,236.0,-17.844776,-63.184774,104597.7,Barrio Guadalupe,Distrito 9Â ,360.0,443.210593220339,0.6555555555555556,181665.38944444444,165064.655
677,3,2,2,208.5,-17.73797769,-63.10190667,100574.71,Barrio La Purisima,Distrito 6,338.24,482.3727098321343,0.6164262062440871,116304.09782608696,97984.195
678,8,2,0,210.0,-17.805925,-63.134989,100143.68,Barrio 5 de Noviembre,Distrito 7,405.0,476.87466666666666,0.5185185185185185,132567.88874999998,147648.46833333335
680,3,5,0,218.0,-17.8125638,-63.09838774,100000.0,Barrio 5 de Noviembre,Distrito 7,329.0,458.7155963302752,0.662613981762918,132567.88874999998,147648.46833333335
697,4,2,5,375.0,-17.8451,-63.118923,95000.0,Barrio LAB,Distrito 8,375.0,253.33333333333334,1.0,111655.89125,101867.8175
700,3,2,0,200.0,-17.858064,-63.149174,90517.24,Barrio 25 De Junio,Distrito 12,300.0,452.5862,0.6666666666666666,122547.48625,90517.24
701,3,2,1,346.0,-17.847244,-63.160014,91594.83,Barrio Casa Nova II,Distrito 12,354.0,264.7249421965318,0.9774011299435028,122547.48625,95797.41500000001
731,4,2,1,220.0,-17.8455389,-63.10569336,85488.51,Barrio LAB,Distrito 8,417.0,388.58413636363633,0.5275779376498801,111655.89125,101867.8175
754,5,4,0,357.0,-17.731351,-63.081586,80000.0,Barrio San Jorge,Distrito 6,438.36,224.08963585434174,0.8143991240076649,116304.09782608696,79155.1725
800,3,3,0,300.0,-17.78756258,-63.20071375,67169.54,Barrio Santa Rosa,Distrito Municipal 1,426.37,223.89846666666665,0.703614231770528,326457.26420000003,238606.4857142857
803,5,2,3,360.0,-17.831721,-63.137009,65000.0,Barrio San Francisco,Distrito 8,540.0,180.55555555555554,0.6666666666666666,111655.89125,121443.965
806,5,6,0,620.0,-17.796052,-63.094847,64655.17,Barrio El Condado,Distrito 7,232.0,104.2825322580645,2.6724137931034484,132567.88874999998,123519.541
808,4,2,3,331.28,-17.861913,-63.144163,64367.82,Barrio Ñuflo de Chavez,Distrito 12,383.89,194.30035015696694,0.862955534137383,122547.48625,64367.82
810,4,2,3,255.38,-17.75999688,-63.09793346,64655.17,Barrio La Purisima,Distrito 6,360.85,253.17240974234474,0.7077178883192462,116304.09782608696,97984.195
811,5,2,1,241.72,-17.717662,-63.092464,61000.0,Barrio La Purisima,Distrito 6,250.15,252.35810028131723,0.9663002198680791,116304.09782608696,97984.195
815,4,2,0,250.0,-17.749397,-63.113617,59339.08,Barrio La Purisima,Distrito 6,360.0,237.35632,0.6944444444444444,116304.09782608696,97984.195
826,7,3,0,210.0,-17.840381,-63.102757,55000.0,Barrio LAB,Distrito 8,355.98,261.9047619047619,0.5899207820664082,111655.89125,101867.8175
831,4,1,2,547.0,-17.747163,-63.099717,53304.6,Barrio La Purisima,Distrito 6,364.0,97.4489945155393,1.5027472527472527,116304.09782608696,97984.195
835,8,4,0,300.0,-17.725569,-63.085506,50000.0,Barrio San Jorge,Distrito 6,517.24,166.66666666666666,0.5800015466707911,116304.09782608696,79155.1725
870,5,3,0,200.0,-17.765147,-63.10556,113000.0,Barrio las Pampita,Distrito 6,351.0,565.0,0.5698005698005698,116304.09782608696,126611.11111111111
874,3,4,3,208.0,-17.701163,-63.178192,140000.0,Barrio Santa Isabel.,Distrito 5,275.0,673.0769230769231,0.7563636363636363,254362.07609756096,254362.07609756096
878,7,3,0,254.0,-17.82600106,-63.20932368,110000.0,Barrio Flamingo,Distrito 10,300.0,433.07086614173227,0.8466666666666667,206384.339375,196250.0
881,4,3,2,299.53,-17.825223,-63.169754,196000.0,BARRIO PRIMAVERA,Distrito 9Â ,433.2,654.3584949754617,0.6914358264081255,181665.38944444444,196000.0
883,5,2,0,343.0,-17.806468,-63.1266,221264.37,Barrio 5 de Noviembre,Distrito 7,360.0,645.0856268221575,0.9527777777777777,132567.88874999998,147648.46833333335
884,3,3,0,208.0,-17.741879,-63.186458,218534.48,Barrio Santa Isabel.,Distrito 5,249.0,1050.6465384615385,0.8353413654618473,254362.07609756096,254362.07609756096
887,3,4,0,298.0,-17.81975,-63.222027,225000.0,Barrio el periodista,Distrito 10,298.0,755.0335570469799,1.0,206384.339375,213400.65714285715
888,6,4,5,500.0,-17.833523,-63.184412,220000.0,Barrio Saguapac sur,Distrito 9Â ,720.0,440.0,0.6944444444444444,181665.38944444444,193214.79875000002
889,4,2,2,200.0,-17.811528,-63.205697,215000.0,BARRIO URBARI,Distrito Municipal 4Â ,453.75,1075.0,0.44077134986225897,302332.25692307693,320495.3111764706
890,6,3,0,270.0,-17.8177179,-63.1407754,210775.86,Barrio San Francisco,Distrito 8,360.0,780.6513333333332,0.75,111655.89125,121443.965
892,3,3,2,240.0,-17.73293,-63.145573,210000.0,Barrio Santa Isabel.,Distrito 5,240.0,875.0,1.0,254362.07609756096,254362.07609756096
893,4,2,4,263.02,-17.75347,-63.171459,210000.0,Barrio Chino,Distrito 2,364.4,798.4183712265227,0.7217892425905598,262300.65133333334,262300.65133333334
894,3,3,0,300.0,-17.7876443,-63.20063356,207614.94,Barrio Santa Rosa,Distrito Municipal 1,426.0,692.0498,0.704225352112676,326457.26420000003,238606.4857142857
900,7,3,3,300.0,-17.78089144,-63.12104702,200287.36,Barrio El Condado,Distrito 7,400.0,667.6245333333333,0.75,132567.88874999998,123519.541
902,6,5,0,300.0,-17.7359,-63.18083,199000.0,Barrio Santa Isabel.,Distrito 5,345.48,663.3333333333334,0.8683570684265369,254362.07609756096,254362.07609756096
906,5,4,7,420.0,-17.840647,-63.190141,195000.0,Barrio Saguapac sur,Distrito 9Â ,846.33,464.2857142857143,0.4962603239870972,181665.38944444444,193214.79875000002
908,8,4,3,284.47,-17.809569,-63.213296,190000.0,Barrio Flamingo,Distrito 10,323.75,667.9087425739093,0.8786718146718148,206384.339375,196250.0
912,6,4,0,413.0,-17.75434334,-63.18784689,186968.39,Barrio el Manchon,Distrito Municipal 1,264.0,452.7079661016949,1.5643939393939394,326457.26420000003,348191.09192307695
913,3,3,0,204.81,-17.789831,-63.184197,186781.61,Barrio Fé y Alegrí­a,Distrito 11,235.29,911.9750500463844,0.8704577330103277,301114.7905882353,261130.2683333333
916,3,2,0,223.0,-17.812653,-63.167936,185000.0,Barrio Soberanía Nacional,Distrito Municipal 3,420.0,829.5964125560538,0.530952380952381,242325.77823529413,240000.0
917,5,4,2,200.0,-17.74791,-63.154819,184000.0,Barrio Santa Isabel.,Distrito 5,360.0,920.0,0.5555555555555556,254362.07609756096,254362.07609756096
919,4,4,0,280.0,-17.837113,-63.184776,180000.0,Barrio Saguapac sur,Distrito 9Â ,582.0,642.8571428571429,0.48109965635738833,181665.38944444444,193214.79875000002
921,5,2,3,202.0,-17.79642,-63.148813,180000.0,Barrio Los Penocos,Distrito Municipal 3,261.0,891.0891089108911,0.7739463601532567,242325.77823529413,180600.0
923,6,3,4,313.0,-17.86922552,-63.181632,179900.0,Barrio Florida,Distrito 12,480.0,574.7603833865815,0.6520833333333333,122547.48625,179900.0
924,5,4,0,319.46,-17.80299821,-63.16456351,178620.69,Barrio Polanco,Distrito Municipal 3,358.0,559.133193514055,0.8923463687150838,242325.77823529413,273653.823
925,3,2,4,439.0,-17.778216,-63.205689,178160.92,Barrio Santa Rosa,Distrito Municipal 1,286.0,405.83353075170845,1.534965034965035,326457.26420000003,238606.4857142857
930,3,3,0,296.0,-17.854708,-63.167919,175000.0,Barrio Palma Real,Distrito 12,419.13,591.2162162162163,0.7062247989883808,122547.48625,162500.0
932,8,4,0,303.2,-17.813336,-63.22385,175000.0,Barrio el periodista,Distrito 10,355.5,577.1767810026386,0.8528832630098453,206384.339375,213400.65714285715
935,3,3,0,240.0,-17.713824,-63.169107,175000.0,Barrio Santa Isabel.,Distrito 5,301.0,729.1666666666666,0.7973421926910299,254362.07609756096,254362.07609756096
937,4,4,0,322.0,-17.777142,-63.150026,173000.0,Barrio Chino,Distrito 2,300.0,537.2670807453416,1.0733333333333333,262300.65133333334,262300.65133333334
938,7,3,0,313.0,-17.799149,-63.167542,172413.79,Barrio Polanco,Distrito Municipal 3,301.0,550.8427795527157,1.0398671096345515,242325.77823529413,273653.823
939,4,4,5,319.0,-17.8449772,-63.12196941,171982.76,Barrio LAB,Distrito 8,455.0,539.1309090909091,0.701098901098901,111655.89125,101867.8175
940,5,2,0,328.15,-17.780278,-63.152204,170977.01,Barrio Chino,Distrito 2,331.8,521.0330946213622,0.9889993972272453,262300.65133333334,262300.65133333334
943,3,2,0,230.0,-17.737201,-63.19381,170000.0,Barrio el Manchon,Distrito Municipal 1,360.0,739.1304347826087,0.6388888888888888,326457.26420000003,348191.09192307695
944,6,3,2,205.74,-17.82191,-63.180563,169540.23,BARRIO VICTORIA,Distrito Municipal 4Â ,387.5,824.0508894721494,0.530941935483871,302332.25692307693,258439.65500000003
945,5,4,3,251.78,-17.838768,-63.192804,169000.0,Barrio Saguapac sur,Distrito 9Â ,405.0,671.220907141155,0.621679012345679,181665.38944444444,193214.79875000002
948,3,5,0,200.0,-17.80720677,-63.16692349,166666.67,Barrio Polanco,Distrito Municipal 3,229.6,833.3333500000001,0.8710801393728224,242325.77823529413,273653.823
951,4,4,0,220.0,-17.73926525,-63.17724466,165948.28,Barrio Santa Isabel.,Distrito 5,203.0,754.3103636363636,1.083743842364532,254362.07609756096,254362.07609756096
955,4,5,0,243.0,-17.730743,-63.153708,165000.0,Barrio Santa Isabel.,Distrito 5,206.0,679.0123456790124,1.1796116504854368,254362.07609756096,254362.07609756096
957,2,1,0,360.3,-17.72961342,-63.14759005,162000.0,Barrio Santa Isabel.,Distrito 5,360.3,449.62531223980017,1.0,254362.07609756096,254362.07609756096
958,7,5,0,310.0,-17.831506,-63.211534,160344.83,Barrio 27 de mayo,Distrito 10,300.0,517.2413870967741,1.0333333333333334,206384.339375,160344.83
960,7,5,1,293.0,-17.767792,-63.159741,160000.0,Barrio Chino,Distrito 2,270.0,546.0750853242321,1.0851851851851853,262300.65133333334,262300.65133333334
962,8,2,0,286.0,-17.784855,-63.161601,160000.0,Barrio Chino,Distrito 2,222.61,559.4405594405595,1.2847580971205246,262300.65133333334,262300.65133333334
964,3,2,0,220.0,-17.80591458,-63.1356275,159482.76,Barrio 5 de Noviembre,Distrito 7,360.0,724.9216363636364,0.6111111111111112,132567.88874999998,147648.46833333335
965,3,4,0,250.0,-17.808943,-63.155435,159770.11,Barrio Polanco,Distrito Municipal 3,200.0,639.08044,1.25,242325.77823529413,273653.823
971,4,3,2,215.0,-17.702454,-63.166752,155000.0,Barrio Santa Isabel.,Distrito 5,238.0,720.9302325581396,0.9033613445378151,254362.07609756096,254362.07609756096
972,2,2,0,200.0,-17.690479,-63.170183,155000.0,Barrio Santa Isabel.,Distrito 5,400.0,775.0,0.5,254362.07609756096,254362.07609756096
973,7,5,0,329.0,-17.805164,-63.134179,155000.0,Barrio 5 de Noviembre,Distrito 7,330.0,471.1246200607903,0.996969696969697,132567.88874999998,147648.46833333335
982,5,3,0,306.0,-17.761892,-63.114248,150000.0,Barrio las Pampita,Distrito 6,356.0,490.19607843137254,0.8595505617977528,116304.09782608696,126611.11111111111
983,5,3,0,260.0,-17.854842,-63.173318,150000.0,Barrio Palma Real,Distrito 12,278.52,576.9230769230769,0.9335056728421658,122547.48625,162500.0
985,1,1,2,240.0,-17.734062,-63.175001,148000.0,Barrio Santa Isabel.,Distrito 5,298.0,616.6666666666666,0.8053691275167785,254362.07609756096,254362.07609756096
989,3,2,4,265.0,-17.79212,-63.209962,145000.0,Barrio Irma Suarez,Distrito Municipal 1,329.0,547.1698113207547,0.8054711246200608,326457.26420000003,322922.41375
990,3,2,0,245.1,-17.791128,-63.089611,145000.0,Barrio El Condado,Distrito 7,450.0,591.5952672378621,0.5446666666666666,132567.88874999998,123519.541
991,4,5,0,480.0,-17.715086,-63.169327,145000.0,Barrio Santa Isabel.,Distrito 5,249.0,302.0833333333333,1.927710843373494,254362.07609756096,254362.07609756096
992,6,2,0,200.0,-17.792313,-63.110511,145000.0,Barrio El Condado,Distrito 7,468.0,725.0,0.42735042735042733,132567.88874999998,123519.541
993,4,3,0,262.0,-17.75475,-63.092833,145000.0,Barrio La Purisima,Distrito 6,300.0,553.4351145038167,0.8733333333333333,116304.09782608696,97984.195
996,4,4,0,279.69,-17.802776,-63.153609,140804.6,Barrio Polanco,Distrito Municipal 3,239.72,503.4309413994065,1.1667361922242616,242325.77823529413,273653.823
997,3,3,1,200.0,-17.777373,-63.166485,143000.0,Barrio Lindo,Distrito 11,216.0,715.0,0.9259259259259259,301114.7905882353,289717.63363636367
998,5,4,0,250.0,-17.736603,-63.151996,140000.0,Barrio Santa Isabel.,Distrito 5,350.0,560.0,0.7142857142857143,254362.07609756096,254362.07609756096
999,8,3,0,319.0,-17.8224881,-63.2204176,140804.6,Barrio el periodista,Distrito 10,600.0,441.39373040752355,0.5316666666666666,206384.339375,213400.65714285715
1001,5,4,0,241.0,-17.727795,-63.172434,139000.0,Barrio Santa Isabel.,Distrito 5,372.0,576.7634854771784,0.6478494623655914,254362.07609756096,254362.07609756096
1006,4,5,0,259.0,-17.776793,-63.121918,138000.0,Barrio las Pampita,Distrito 6,251.0,532.8185328185328,1.0318725099601593,116304.09782608696,126611.11111111111
1011,7,4,0,332.0,-17.787869054632,-63.114641904831,130747.13,Barrio El Condado,Distrito 7,416.97,393.816656626506,0.7962203515840468,132567.88874999998,123519.541
1014,5,5,2,218.91,-17.7945706,-63.0870688,130747.13,Barrio El Condado,Distrito 7,280.0,597.2643095335983,0.7818214285714286,132567.88874999998,123519.541
1018,7,3,0,250.0,-17.84757,-63.170124,129000.0,Barrio Militar Nuevo Amanecer,Distrito 12,600.0,516.0,0.4166666666666667,122547.48625,129000.0
1021,8,3,2,394.5,-17.7983222,-63.14589393,130000.0,Barrio Los Penocos,Distrito Municipal 3,255.0,329.531051964512,1.5470588235294118,242325.77823529413,180600.0
1027,3,2,0,236.0,-17.817452,-63.224795,128000.0,Barrio el periodista,Distrito 10,360.0,542.3728813559322,0.6555555555555556,206384.339375,213400.65714285715
1028,4,2,0,210.0,-17.86942,-63.192643,128000.0,Barrio las americas,Distrito 9Â ,254.0,609.5238095238095,0.8267716535433071,181665.38944444444,128000.0
1034,3,3,0,210.0,-17.838167,-63.189063,125718.39,Barrio Saguapac sur,Distrito 9Â ,240.0,598.659,0.875,181665.38944444444,193214.79875000002
1054,5,2,0,281.2,-17.850329,-63.191986,120000.0,Barrio Guadalupe,Distrito 9Â ,360.0,426.7425320056899,0.7811111111111111,181665.38944444444,165064.655
1063,4,3,0,200.0,-17.843411,-63.183083,115660.92,Barrio Guadalupe,Distrito 9Â ,245.0,578.3045999999999,0.8163265306122449,181665.38944444444,165064.655
1067,3,3,0,348.0,-17.764872,-63.10401,115000.0,Barrio La Purisima,Distrito 6,360.0,330.4597701149425,0.9666666666666667,116304.09782608696,97984.195
1070,3,2,3,253.0,-17.8392671,-63.19336912,113000.0,Barrio Saguapac sur,Distrito 9Â ,268.04,446.6403162055336,0.9438889717952543,181665.38944444444,193214.79875000002
1071,4,4,2,244.0,-17.756865,-63.089881,108620.69,Barrio San Jorge,Distrito 6,310.0,445.166762295082,0.7870967741935484,116304.09782608696,79155.1725
1072,3,2,0,253.43,-17.767957,-63.109975,108500.0,Barrio las Pampita,Distrito 6,375.56,428.12610977390204,0.6748056236020875,116304.09782608696,126611.11111111111
1077,4,4,0,220.0,-17.785753,-63.109463,107758.62,Barrio El Condado,Distrito 7,300.0,489.81190909090907,0.7333333333333333,132567.88874999998,123519.541
1080,5,2,0,368.0,-17.82043,-63.18984,229000.0,BARRIO VICTORIA,Distrito Municipal 4Â ,368.0,622.2826086956521,1.0,302332.25692307693,258439.65500000003
1081,6,3,0,299.0,-17.800782,-63.142676,250000.0,Barrio Los Penocos,Distrito Municipal 3,360.0,836.1204013377926,0.8305555555555556,242325.77823529413,180600.0
1085,4,3,0,243.0,-17.776866,-63.158233,241379.31,Barrio Chino,Distrito 2,241.47,993.3304938271605,1.0063361908311592,262300.65133333334,262300.65133333334
1086,6,4,0,300.0,-17.78559089,-63.16544756,245000.0,Barrio Lindo,Distrito 11,410.0,816.6666666666666,0.7317073170731707,301114.7905882353,289717.63363636367
1092,4,4,0,381.0,-17.78097725,-63.146442,245000.0,Barrio Guaracachi,Distrito 6,381.54,643.0446194225722,0.9985846831262777,116304.09782608696,217500.0
1094,3,4,2,390.0,-17.689851,-63.161322,249000.0,Barrio Santa Isabel.,Distrito 5,475.0,638.4615384615385,0.8210526315789474,254362.07609756096,254362.07609756096
1095,4,4,0,450.0,-17.784792,-63.219109,380000.0,Barrio Irma Suarez,Distrito Municipal 1,362.81,844.4444444444445,1.2403186240732063,326457.26420000003,322922.41375
1121,4,3,2,471.0,-17.771949,-63.177598,560000.0,Barrio Panamericano,Distrito 11,798.0,1188.95966029724,0.5902255639097744,301114.7905882353,382888.88833333337
1122,4,6,4,518.0,-17.7226434,-63.1676779,640000.0,Barrio Santa Isabel.,Distrito 5,612.0,1235.5212355212354,0.8464052287581699,254362.07609756096,254362.07609756096
1123,4,4,2,470.63,-17.771605,-63.17762,560000.0,Barrio Panamericano,Distrito 11,797.7,1189.8943968722776,0.5899837031465462,301114.7905882353,382888.88833333337
1124,4,4,0,350.0,-17.797416,-63.214999,490000.0,BARRIO URBARI,Distrito Municipal 4Â ,578.56,1400.0,0.6049502212389382,302332.25692307693,320495.3111764706
1127,5,5,0,480.0,-17.746925,-63.175687,590000.0,Barrio el Manchon,Distrito Municipal 1,453.53,1229.1666666666667,1.0583643860384098,326457.26420000003,348191.09192307695
1128,5,3,2,300.0,-17.765766,-63.204941,450000.0,Barrio el Manchon,Distrito Municipal 1,400.0,1500.0,0.75,326457.26420000003,348191.09192307695
1129,3,4,0,290.0,-17.73094,-63.171896,416666.67,Barrio Santa Isabel.,Distrito 5,436.45,1436.781620689655,0.6644518272425249,254362.07609756096,254362.07609756096
1130,2,1,0,299.53,-17.757253,-63.192691,408000.0,Barrio el Manchon,Distrito Municipal 1,500.0,1362.13400994892,0.5990599999999999,326457.26420000003,348191.09192307695
1132,4,7,6,543.0,-17.802483,-63.168846,450000.0,Barrio Polanco,Distrito Municipal 3,507.0,828.7292817679559,1.0710059171597632,242325.77823529413,273653.823
1134,3,5,0,400.0,-17.74468108,-63.16127114,431034.48,Barrio Santa Isabel.,Distrito 5,480.0,1077.5862,0.8333333333333334,254362.07609756096,254362.07609756096
1135,5,4,3,200.0,-17.782158,-63.195076,420000.0,Barrio Santa Rosa,Distrito Municipal 1,406.0,2100.0,0.49261083743842365,326457.26420000003,238606.4857142857
1137,6,2,0,200.0,-17.73670033,-63.1716551,402298.85,Barrio Santa Isabel.,Distrito 5,708.0,2011.49425,0.2824858757062147,254362.07609756096,254362.07609756096
1138,5,5,0,313.0,-17.77296,-63.16355,400862.07,Barrio Chino,Distrito 2,489.0,1280.7094888178915,0.6400817995910021,262300.65133333334,262300.65133333334
1140,4,2,0,451.0,-17.77978296,-63.17378461,399281.61,Barrio Lindo,Distrito 11,504.0,885.3250776053214,0.8948412698412699,301114.7905882353,289717.63363636367
1141,6,3,2,493.0,-17.77069524,-63.19087132,397270.11,BARRIO EQUIPETROL,Distrito Municipal 1,414.2,805.821724137931,1.190246257846451,326457.26420000003,335141.1233333333
1142,4,3,4,406.0,-17.733875,-63.161976,390000.0,Barrio Santa Isabel.,Distrito 5,480.0,960.5911330049261,0.8458333333333333,254362.07609756096,254362.07609756096
1144,4,5,0,441.0,-17.774235,-63.190825,375000.0,Barrio Panamericano,Distrito 11,364.0,850.3401360544218,1.2115384615384615,301114.7905882353,382888.88833333337
1145,5,5,0,540.0,-17.80066916,-63.17209596,371264.37,Barrio Polanco,Distrito Municipal 3,601.0,687.5266111111112,0.8985024958402662,242325.77823529413,273653.823
1146,4,3,0,299.25,-17.745653,-63.164005,370000.0,Barrio Santa Isabel.,Distrito 5,360.0,1236.4243943191311,0.83125,254362.07609756096,254362.07609756096
1147,4,4,0,304.9,-17.788724,-63.215103,366379.31,Barrio Irma Suarez,Distrito Municipal 1,557.16,1201.6376188914398,0.5472395721157297,326457.26420000003,322922.41375
1148,4,3,0,386.09,-17.792352,-63.195173,365524.43,BARRIO URBARI,Distrito Municipal 4Â ,586.95,946.7337408376286,0.65779027174376,302332.25692307693,320495.3111764706
1149,6,6,0,467.0,-17.77721191,-63.16701069,362068.97,Barrio Lindo,Distrito 11,838.86,775.3082869379015,0.5567079131201869,301114.7905882353,289717.63363636367
1151,4,4,2,399.0,-17.784692,-63.166902,344827.59,Barrio Lindo,Distrito 11,222.0,864.2295488721805,1.7972972972972974,301114.7905882353,289717.63363636367
