_id,title,price,currency,location_address,location_city,location_state,location_lat,location_lng,characteristics_bedrooms,characteristics_bathrooms,characteristics_garages,characteristics_area,description,url,district_id,district_name,neighborhood_id,neighborhood_name,extras_Construido,extras_Terreno,extras_Estado,extras_Año construcción,extras_Churrasqueras,extras_Comedor de Diario,extras_Dependencias de Servicio,extras_Jardín,extras_Entrega,extras_Aire Acondicionado,extras_Calefacción,extras_Baulera,extras_Gas Natural,extras_Condominio Cerrado,extras_Club House,extras_Piscina,extras_Sala de Juegos,extras_Gimnasio,extras_Preparada adultos mayores,extras_Preparada para accesibilidad,extras_Amoblado,extras_Monoambiente,extras_Gastos Comunes,extras_Parqueo,extras_Seguridad - Sistema,extras_Estacionamiento,extras_Cocina,extras_Sauna,extras_Casa,extras_Norte,extras_Gas,extras_Zona Tranquila,extras_Este,extras_Residencial,extras_A estrenar,extras_Agua potable,extras_Area Escolar,extras_Casa de Campo,extras_Cerca de Autopista,extras_Hospital cercano,extras_Terraza,extras_Aire Acondicionado Central,extras_Sureste,extras_Alcantarillado,extras_Cable,extras_Cámara de seguridad,extras_Electricidad,extras_Tanque de Agua,extras_Cerca de Avenida,extras_Iglesia cerca,extras_Plaza cerca,extras_Zona Concurrida,extras_Zona Turística,extras_Lavandería (en depto.),extras_Medidor de Agua Individual,extras_Cerca de Aeropuerto,extras_Comercios cercanos,extras_Gimnasio cercano,extras_Lavandería (en edificio),extras_Techo Plano,extras_Fumar está permitido,extras_Galpón,extras_Hall de Entrada,extras_Ceramica,extras_Ladrillo,extras_Madera,extras_Piedra,extras_Textura,extras_Yeso,extras_Acceso a Internet de alta velocidad (fibra óptica),extras_Salida Emergencia Disponible,extras_Sur,extras_Acceso silla de ruedas,extras_Seguridad - Vigilancia,extras_Electric Vehicle Charge Station,extras_Medidor de Gas Individual,extras_Sin calefacción,extras_Todo electrico,extras_Cerca a Campo de Golf,extras_Baño de Servicio,extras_Edificio Antiguo,extras_Noreste,extras_Balcón,extras_Balcón Terraza,extras_Sistema de Seguridad,extras_Vestidor,extras_Servicio de conserjería,extras_Estación de tren cerca,extras_Sistema de Alarma,extras_Conserje disponible,extras_Cuarto de Juegos,extras_Paneles Solares,extras_Paneles Externos,extras_Tableta,extras_Garage con Puerta Automática,extras_Gimnasio de deportes,extras_Generador Eléctrico,extras_Portero Eléctrico,extras_Generador Eléctrico de Emergencia,extras_Ascensor,extras_Noroeste,extras_Suroeste,extras_Centro Histórico,extras_Estufa a gas,extras_Frente al Lago,extras_TCP/IP,extras_Oeste,extras_Edificio Nuevo,extras_Salida Emergencia,extras_Establo,extras_Estufa de calentamiento,extras_Jacuzzi,extras_Communal Pool,extras_Dispositivo de intercomunicación con monitor de televisión
66e25fee4a4b73fa90734dc9,CONDOMINIO LA COLINA CASA EN VENTA,420000,USD,CONDOMINIO LA COLINA CASA EN VENTA,Santa Cruz de la Sierra,Santa Cruz,-17.714525,-63.159184,3,5,4,355,LUJO Y EXCLUSIVIDAD PARA VOS Y TU FAMILIA,https://www.ultracasas.com/inmueble/casa-en-venta-entre-8vo-y-9no-anillo-norte-santa-cruz-de-la-sierra-1002914,66dcbd22a46589def182f7de,Distrito 5,66dcc6c33840614c09d0df3d,Barrio Santa Isabel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25fee4a4b73fa90734dca,ZONA NORTECondominio Jardines del Norte 5Av. Banzer 8vo. Anillo,485000,USD,ZONA NORTECondominio Jardines del Norte 5Av. Banzer 8vo. Anillo,Santa Cruz de la Sierra,Santa Cruz,-17.71806,-63.163563,5,7,3,617,🅴🅽 🆅🅴🅽🆃🅰 !!🏡,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-carretera-santa-cruz-de-la-sierra-912337,66dcbd22a46589def182f7de,Distrito 5,66dcc6c33840614c09d0df3d,Barrio Santa Isabel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25fef4a4b73fa90734dcb,ZONA NORTECondominio Jardines del Norte 5Av. Banzer 8vo. Anillo,475000,USD,ZONA NORTECondominio Jardines del Norte 5Av. Banzer 8vo. Anillo,Santa Cruz de la Sierra,Santa Cruz,-17.695002,-63.162632,4,4,3,464,Te presento esta casa de lujo con un diseño único y exclusivo,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-santa-cruz-santa-cruz-de-la-sierra-1026146,66dcbd22a46589def182f7de,Distrito 5,66dcc6c33840614c09d0df3d,Barrio Santa Isabel.,464,498,NUEVO,2024,true,,true,true,,,,true,true,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25fef4a4b73fa90734dcc,CASA EN VENTA 2DO ANILLO ZONA PARQUE URBANO,310000,USD,CASA EN VENTA 2DO ANILLO ZONA PARQUE URBANO,Santa Cruz de la Sierra,Santa Cruz,-17.754765,-63.193695,4,3,3,350,Hermosa y Amplia Casa,https://www.ultracasas.com/inmueble/casa-en-venta-equipetrol-equipetrol-canal-santa-cruz-de-la-sierra-970488,66dcbd22a46589def182f7da,Distrito Municipal 1,66dcc6c23840614c09d0df3a,Barrio el Manchon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25fef4a4b73fa90734dcd,CASA MODERNA Y SEGURA EN CONDOMINIO CERRADO ENTRE 4TO Y 5TO ANILLO - ZONA NORTE,130002,USD,CASA MODERNA Y SEGURA EN CONDOMINIO CERRADO ENTRE 4TO Y 5TO ANILLO - ZONA NORTE,Santa Cruz de la Sierra,Santa Cruz,-17.801661,-63.140682,10,2,0,360,POR MOTIVOS DE SALUD SE VENDE URGENTE CASA de 360 MTS2 CON 2 TIENDAS (1 TIENDA TOTALMENTE EQUIPADA Y EN FUNCIONAMIENTO)  ZONA VILLA 1RO DE MAYO,https://www.ultracasas.com/inmueble/casa-en-venta-entre-4to-y-5to-anillo-este-santa-cruz-de-la-sierra-1029314,66dcbd22a46589def182f7e0,Distrito 7,66dcc6bf3840614c09d0df2e,Barrio 5 de Noviembre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff04a4b73fa90734dce,CASA EN VENTA URUBO COND. SANTA CRUZ DE LA COLINA,358000,USD,CASA EN VENTA URUBO COND. SANTA CRUZ DE LA COLINA,Santa Cruz de la Sierra,Santa Cruz,-17.762768,-63.236439,4,4,2,399,675m2 terreno,https://www.ultracasas.com/inmueble/casa-en-venta-urubo-santa-cruz-de-la-colina-santa-cruz-de-la-sierra-1026178,,,,,399,675,USADO,,true,true,,true,,true,true,true,,true,true,true,true,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff04a4b73fa90734dcf,Casa a Estrenar en Venta Urubo Condominio Villa Real,250000,USD,Casa a Estrenar en Venta Urubo Condominio Villa Real,Santa Cruz de la Sierra,Santa Cruz,-17.762972,-63.236523,3,3,3,562,𝗖𝗔𝗦𝗔 𝗘𝗡 𝗩𝗘𝗡𝗧𝗔,https://www.ultracasas.com/inmueble/casa-en-venta-urubo-casa-en-venta-urubo-santa-cruz-de-la-sierra-1010234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff04a4b73fa90734dd0,Moderna Casa en Condominio Cerrado Dentro del 5to Anillo,208000,USD,Moderna Casa en Condominio Cerrado Dentro del 5to Anillo,Santa Cruz de la Sierra,Santa Cruz,-17.702583,-63.189747,4,4,2,264,Casa en venta Cond𝐁𝐎𝐒𝐐𝐔𝐄𝐒 𝐃𝐄 𝐋𝐀 𝐂𝐎𝐋𝐈𝐍𝐀,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-bosques-de-la-santa-cruz-de-la-sierra-1022618,66dcbd22a46589def182f7de,Distrito 5,66dcc6c33840614c09d0df3d,Barrio Santa Isabel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff14a4b73fa90734dd1,A PASOS DE LA AV. BANZER,1300000,USD,A PASOS DE LA AV. BANZER,Santa Cruz de la Sierra,Santa Cruz,-17.748177,-63.216656,5,6,3,1632,"Hermosa vivenda de lujo en venta, diseño moderno",https://www.ultracasas.com/inmueble/casa-en-venta-urubo-colinas-de-urubo-sector-santa-cruz-de-la-sierra-1004764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff14a4b73fa90734dd2,Pasillo 3A,220000,USD,Pasillo 3A,Santa Cruz de la Sierra,Santa Cruz,-17.784254,-63.173954,3,3,2,333,CASA COMERCIAL EN VENTA,https://www.ultracasas.com/inmueble/casa-en-venta-centro-calle-ballivian-654-santa-cruz-de-la-sierra-1021790,66dcbd23a46589def182f7e4,Distrito 11,66dcc6c43840614c09d0df43,Barrio Lindo,333,382,USADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff24a4b73fa90734dd3,Condominio Sevilla El Bosque,88000,USD,Condominio Sevilla El Bosque,Santa Cruz de la Sierra,Santa Cruz,-17.679937,-63.180149,3,3,1,150,‼️A ESTRENAR CASA EN VENTA‼️,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-norte-la-santa-cruz-de-la-sierra-1025755,,,,,150,180,NUEVO,2024,,,,true,,,true,,,,true,true,,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff24a4b73fa90734dd4,En Venta de Ocasión Hermosa Casa en Condominio Las Palmas II,139999,USD,En Venta de Ocasión Hermosa Casa en Condominio Las Palmas II,Santa Cruz de la Sierra,Santa Cruz,-17.821877,-63.188641,2,1,1,90,HERMOSO INMUEBLE EN UBICACIÓN ESTRATÉGICA!,https://www.ultracasas.com/inmueble/casa-en-venta-entre-3er-y-4to-anillo-sur-santa-cruz-de-la-sierra-1030175,66dcbd22a46589def182f7dd,Distrito Municipal 4Â ,66dcc6c23840614c09d0df39,BARRIO VICTORIA,90,198,USADO,2018,,,,,,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff24a4b73fa90734dd5,Urbanización Rio Sierra Urubo,440000,USD,Urbanización Rio Sierra Urubo,Santa Cruz de la Sierra,Santa Cruz,-17.78274,-63.190861,12,6,1,1180,OPORTUNIDAD IMPERDIBLE,https://www.ultracasas.com/inmueble/casa-en-venta-entre-1er-y-2do-anillo-oeste-santa-cruz-de-la-sierra-1026950,66dcbd23a46589def182f7e4,Distrito 11,66dcc6be3840614c09d0df2d,Barrio Panamericano,1180,684,USADO,1995,true,true,true,true,,true,,true,,,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff34a4b73fa90734dd6,Casa de Lujo en Venta Zona Urubó Condominio La Hacienda del Urubó,649000,USD,Casa de Lujo en Venta Zona Urubó Condominio La Hacienda del Urubó,Santa Cruz de la Sierra,Santa Cruz,-17.752254,-63.218765,4,6,4,550,CASA EN COLINAS I  URUBO,https://www.ultracasas.com/inmueble/casa-en-venta-colinas-del-urubo-hermosa-casa-santa-cruz-de-la-sierra-939369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff34a4b73fa90734dd7,Av Paragua 4to anillo,160000,USD,Av Paragua 4to anillo,Santa Cruz de la Sierra,Santa Cruz,-17.766182,-63.158428,3,4,3,173,ZONA 3er Anillo interno entre Av Mutualista y Paragua Lado Hipermaxi  Excelente ubicación,https://www.ultracasas.com/inmueble/casa-en-venta-entre-2do-y-3er-anillo-norte-santa-cruz-de-la-sierra-1029436,66dcbd22a46589def182f7db,Distrito 2,66dcc6bf3840614c09d0df30,Barrio Chino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff34a4b73fa90734dd8,CASA MODERNA Y SEGURA EN CONDOMINIO CERRADO ENTRE 4TO Y 5TO ANILLO - ZONA NORTE,285000,USD,CASA MODERNA Y SEGURA EN CONDOMINIO CERRADO ENTRE 4TO Y 5TO ANILLO - ZONA NORTE,Santa Cruz de la Sierra,Santa Cruz,-17.735916,-63.165295,3,3,3,295,Norte cerca de todo,https://www.ultracasas.com/inmueble/casa-en-venta-entre-5to-y-6to-anillo-norte-santa-cruz-de-la-sierra-963351,66dcbd22a46589def182f7de,Distrito 5,66dcc6c33840614c09d0df3d,Barrio Santa Isabel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff44a4b73fa90734dd9,"Zona este de Santa Cruz, ubicada atrás del Jardín Botánico sobre calle asfaltada. Por la Laguna Guapilo.",52000,USD,"Zona este de Santa Cruz, ubicada atrás del Jardín Botánico sobre calle asfaltada. Por la Laguna Guapilo.",Santa Cruz de la Sierra,Santa Cruz,-17.711325,-63.13171,2,2,2,92,"Casa a la Venta a Estrenar en Urbanización abierta, se encuentra ubicada entre la Av G77 y ALEMANA entre 8vo y 9no anillo, en la zona Norte",https://www.ultracasas.com/inmueble/casa-en-venta-entre-8vo-y-9no-anillo-norte-santa-cruz-de-la-sierra-907941,66dcbd22a46589def182f7de,Distrito 5,66dcc6c33840614c09d0df3d,Barrio Santa Isabel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff44a4b73fa90734dda,Casa en Venta o Alquiler Urubó Condominio Santa Cruz de la Colina,580000,USD,Casa en Venta o Alquiler Urubó Condominio Santa Cruz de la Colina,Santa Cruz de la Sierra,Santa Cruz,-17.743582,-63.220173,3,4,4,524,𝐂𝐀𝐒𝐀 𝐄𝐍 𝐕𝐄𝐍𝐓𝐀 𝐄𝐍 𝐂𝐎𝐍𝐃𝐎𝐌𝐈𝐍𝐈𝐎 𝐔𝐑𝐔𝐁𝐎 𝐆𝐑𝐄𝐄𝐍,https://www.ultracasas.com/inmueble/casa-en-venta-urubo-condominio-urubo-green-santa-cruz-de-la-sierra-984697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff54a4b73fa90734ddb,Condominio Sevilla El Bosque,93000,USD,Condominio Sevilla El Bosque,Santa Cruz de la Sierra,Santa Cruz,-17.681591,-63.148811,3,3,2,119,🏠 𝐂𝐀𝐒𝐀 𝐄𝐍 𝐕𝐄𝐍𝐓𝐀 𝐂𝐎𝐍𝐃𝐎𝐌𝐈𝐍𝐈𝐎 𝐒𝐄𝐕𝐈𝐋𝐋𝐀 𝐉𝐀𝐑𝐃𝐈𝐍𝐄𝐒,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-av-banzer-km-santa-cruz-de-la-sierra-1022912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff54a4b73fa90734ddc,CASA EN VENTA EN EL BARRIO CORDECRUZ ZONA NORTE,280000,USD,CASA EN VENTA EN EL BARRIO CORDECRUZ ZONA NORTE,Santa Cruz de la Sierra,Santa Cruz,-17.756208,-63.160316,13,7,2,590,"𝐂𝐀𝐒𝐀 𝐂𝐎𝐌𝐄𝐑𝐂𝐈𝐀𝐋 𝐄𝐍 𝐕𝐄𝐍𝐓𝐀, 𝐈𝐃𝐄𝐀𝐋 𝐏𝐀𝐑𝐀 𝐅𝐀𝐌𝐈𝐋𝐈𝐀 𝐍𝐔𝐌𝐄𝐑𝐎𝐒𝐀, 𝐂𝐎𝐍 𝐂𝐔𝐀𝐑𝐓𝐎𝐒,",https://www.ultracasas.com/inmueble/casa-en-venta-entre-3er-y-4to-anillo-norte-santa-cruz-de-la-sierra-992518,66dcbd22a46589def182f7db,Distrito 2,66dcc6bf3840614c09d0df30,Barrio Chino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff54a4b73fa90734ddd,URB. LOS PINTORES CONDOMINIO MONET CASA EN VENTA,107000,USD,URB. LOS PINTORES CONDOMINIO MONET CASA EN VENTA,Santa Cruz de la Sierra,Santa Cruz,-17.67967,-63.144348,4,3,2,115,🏠 𝐂𝐀𝐒𝐀 𝐄𝐍 𝐕𝐄𝐍𝐓𝐀 𝐂𝐎𝐍𝐃𝐎𝐌𝐈𝐍𝐈𝐎 𝐒𝐄𝐕𝐈𝐋𝐋𝐀 𝐏𝐈𝐍𝐀𝐓𝐀𝐑 𝐅𝐑𝐄𝐍𝐓𝐄 𝐀𝐋 𝐀𝐑𝐄𝐀 𝐒𝐎𝐂𝐈𝐀𝐋,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-av-banzer-km-santa-cruz-de-la-sierra-1029381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff64a4b73fa90734dde,URB. LOS PINTORES CONDOMINIO MONET CASA EN VENTA,105000,USD,URB. LOS PINTORES CONDOMINIO MONET CASA EN VENTA,Santa Cruz de la Sierra,Santa Cruz,-17.681108,-63.145882,3,3,2,144,𝗗𝗘𝗦𝗖𝗥𝗜𝗣𝗖𝗜𝗢𝗡                                                                                                                                                      📌 1 Habitación suite con baño privado,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-sevilla-las-santa-cruz-de-la-sierra-1018626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff64a4b73fa90734ddf,Casa a Estrenar en Venta Urubo Condominio Villa Real,259000,USD,Casa a Estrenar en Venta Urubo Condominio Villa Real,Santa Cruz de la Sierra,Santa Cruz,-17.761951,-63.236351,3,3,4,210,Hermosa Casa en Venta de una sola planta con estructura para construir un segundo piso,https://www.ultracasas.com/inmueble/casa-en-venta-urubo-hermosa-casa-en-venta-santa-cruz-de-la-sierra-1002160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff64a4b73fa90734de0,URUBÓ,390000,USD,URUBÓ,Santa Cruz de la Sierra,Santa Cruz,-17.762829,-63.233604,4,4,3,340,𝐂𝐀𝐒𝐀 𝐃𝐄 𝐋𝐔𝐉𝐎 A ESTRENAR– CONDOMINIO MIRAGE  URUBO,https://www.ultracasas.com/inmueble/casa-en-venta-urubo-condominio-mirage-urubo-santa-cruz-de-la-sierra-1028008,,,,,340,625,NUEVO,2024,true,true,true,true,,true,,true,,true,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff74a4b73fa90734de1,URB. LOS PINTORES CONDOMINIO MONET CASA EN VENTA,108000,USD,URB. LOS PINTORES CONDOMINIO MONET CASA EN VENTA,Santa Cruz de la Sierra,Santa Cruz,-17.706947,-63.154636,3,3,2,129,𝗛𝗘𝗥𝗠𝗢𝗦𝗔 𝗖𝗔𝗦𝗔 𝗘𝗡 𝗩𝗘𝗡𝗧𝗔 𝗟𝗜𝗕𝗥𝗘 𝗗𝗘 𝗛𝗜𝗣𝗢𝗧𝗘𝗖𝗔,https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-condominio-santa-cruz-de-la-sierra-1025242,66dcbd22a46589def182f7de,Distrito 5,66dcc6c33840614c09d0df3d,Barrio Santa Isabel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff74a4b73fa90734de2,Av Paragua 4to anillo,100000,USD,Av Paragua 4to anillo,Santa Cruz de la Sierra,Santa Cruz,-17.797045,-63.09753,7,2,1,45,Casa ubicada en esquina ideal para negocios cuenta con un departamento en la parte de adelante con dos habitaciones gas a domicilio alcantarillado cocina comedor cuenta con 4 cuartos en la parte de atrás y uno está contrucción,https://www.ultracasas.com/inmueble/casa-en-venta-entre-9no-y-10mo-anillo-este-santa-cruz-de-la-sierra-1029354,66dcbd22a46589def182f7e0,Distrito 7,66dcc6bd3840614c09d0df28,Barrio El Condado,45,289,USADO,2012,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff84a4b73fa90734de3,𝘾𝘼𝙎𝘼 𝙀𝙉 𝙑𝙀𝙉𝙏𝘼 𝘼 𝙀𝙎𝙏𝙍𝙀𝙉𝘼𝙍Av. Santos Dumont 6to Anillo,57000,USD,𝘾𝘼𝙎𝘼 𝙀𝙉 𝙑𝙀𝙉𝙏𝘼 𝘼 𝙀𝙎𝙏𝙍𝙀𝙉𝘼𝙍Av. Santos Dumont 6to Anillo,Santa Cruz de la Sierra,Santa Cruz,-17.869045,-63.22057,3,1,2,60,𝐂𝐀𝐒𝐀 𝐄𝐍 𝐕𝐄𝐍𝐓𝐀 𝟑 𝐏𝐀𝐒𝐎𝐒 𝐀𝐋 𝐅𝐑𝐄𝐍𝐓𝐄,https://www.ultracasas.com/inmueble/casa-en-venta-entre-8vo-y-9no-anillo-sur-santa-cruz-de-la-sierra-1012296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff84a4b73fa90734de4,Casa Zona Doble Vía la Guardia,83000,USD,Casa Zona Doble Vía la Guardia,Santa Cruz de la Sierra,Santa Cruz,-17.868254,-63.183277,3,3,2,150,"Hermosa Casa a Estrenar de 180 M2 de terreno y 150 M2 construidos, ejecutada con materiales de 1ra calidad,  porcelanatos, griferias y sanitarios importados, machimbre decorativos y cocina completamente amoblada",https://www.ultracasas.com/inmueble/casa-en-venta-distrito-12-av-santos-dumont-santa-cruz-de-la-sierra-990856,66dcbd23a46589def182f7e5,Distrito 12,66dcc6c83840614c09d0df4d,Barrio Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff84a4b73fa90734de5,"Zona Norte, Hamacas, entre 3er y 4to Anillo Calle 6 Oeste a media cuadra de la Av. Beni",2200000,USD,"Zona Norte, Hamacas, entre 3er y 4to Anillo Calle 6 Oeste a media cuadra de la Av. Beni",Santa Cruz de la Sierra,Santa Cruz,-17.749903,-63.228683,6,7,8,1100,La Hacienda del Urubó (Santa Cruz de la sierra),https://www.ultracasas.com/inmueble/casa-en-venta-urubo-la-perfeccion-en-forma-santa-cruz-de-la-sierra-1002911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66e25ff94a4b73fa90734de6,Casa en Venta de 4 dorms. en Zona Este,215000,USD,Casa en Venta de 4 dorms. en Zona Este,Santa Cruz de la Sierra,Santa Cruz,-17.778751,-63.159996,4,5,2,300,"Vivienda Unifamiliar de dos planta, terreno de 330 m2 , superficie de construccion 300 m2, 3 habitaciones con baño privado, cocina, sala de estar y comedor, baño de visita, area de servicio lavanderia con cuarto y baño, dos parqueos uno techado",https://www.ultracasas.com/inmueble/casa-en-venta-entre-2do-y-3er-anillo-este-santa-cruz-de-la-sierra-1021304,66dcbd22a46589def182f7db,Distrito 2,66dcc6bf3840614c09d0df30,Barrio Chino,300,330,USADO,2015,,true,true,true,,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
